filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,\,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,\,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var\,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var\,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
download.wav,0.37669721245765686,0.21087110042572021,3130.9812157055826,2944.7823838975883,6552.402045187935,0.15605347813467493,-25.156341552734375,3880.534912109375,70.81892395019531,826.34130859375,2.9392478466033936,464.634765625,7.554466247558594,298.3040771484375,1.4596192836761475,198.87100219726562,2.8461227416992188,248.96743774414062,1.9075497388839722,129.77484130859375,-6.825979709625244,103.87122344970703,0.29145118594169617,123.07154846191406,-1.9537075757980347,97.85643768310547,-6.651635646820068,80.9533462524414,-0.24398097395896912,57.99984359741211,-0.7550277709960938,67.8989486694336,-4.249934196472168,54.48796081542969,-2.440793752670288,45.0140380859375,-5.681471347808838,34.7335205078125,-1.576920747756958,48.35620880126953,0.6693617105484009,68.31242370605469,1.691136360168457,73.92072296142578,0.7881384491920471,58.131168365478516,0.5971781015396118,55.07533264160156,-0.20896580815315247,99.31671142578125,2.9604461193084717,73.22869110107422,3.32543683052063,68.12921905517578,5.040843486785889,67.35781860351562,2.4533350467681885,68.76397705078125,-0.7364113330841064,86.99517822265625
