filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,\,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,\,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var\,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var\,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
download_1.wav,0.39342570304870605,0.21067363023757935,3759.8089733780153,3293.72817645888,7855.135834401606,0.17767428466041021,-44.28742599487305,4673.24169921875,51.32791519165039,982.3728637695312,24.990482330322266,729.1055297851562,12.160305976867676,385.73956298828125,10.87307357788086,177.64349365234375,7.612086772918701,198.29014587402344,8.211469650268555,133.09054565429688,-0.7733294367790222,103.16319274902344,5.946743965148926,122.42675018310547,4.761636257171631,90.31228637695312,-2.508432626724243,70.70137786865234,1.321540117263794,71.3317642211914,-1.946599006652832,69.33558654785156,-0.446336030960083,58.091331481933594,0.2364581823348999,57.80250930786133,-2.0033764839172363,64.59717559814453,-1.9639544486999512,68.44246673583984,-1.0339815616607666,68.4922103881836,0.5159018039703369,56.261695861816406,-0.38595905900001526,92.05358123779297,-1.7766419649124146,104.07550048828125,0.042279791086912155,129.71539306640625,1.2609058618545532,119.19925689697266,1.9949966669082642,104.94279479980469,0.7634419798851013,129.23924255371094,1.6314890384674072,92.13556671142578,1.5721369981765747,98.33505249023438
